id,cardId,attackId,cost,convertedEnergyCost,damage
106,66,99,"[""Lightning"",""Colorless"",""Colorless""]",3,40
107,67,107,"[""Lightning"",""Lightning"",""Colorless""]",3,230
108,68,108,"[""Lightning""]",1,30
109,68,109,"[""Lightning"",""Lightning"",""Colorless""]",3,70
110,69,87,"[""Colorless"",""Colorless""]",2,30
111,69,111,"[""Lightning"",""Lightning"",""Colorless""]",3,90
112,70,112,"[""Colorless""]",1,
113,70,113,"[""Lightning"",""Colorless""]",2,20
114,71,114,"[""Lightning"",""Lightning"",""Colorless""]",3,220
115,72,105,"[""Lightning""]",1,20
116,73,116,"[""Psychic""]",1,
117,73,117,"[""Psychic"",""Colorless"",""Colorless""]",3,100
118,74,118,"[""Colorless"",""Colorless""]",2,
119,74,119,"[""Lightning"",""Colorless"",""Colorless""]",3,140
120,75,120,"[""Psychic"",""Psychic"",""Colorless""]",3,190
121,76,121,"[""Psychic""]",1,30
122,77,122,"[""Psychic""]",1,
123,77,123,"[""Psychic"",""Colorless"",""Colorless""]",3,30
124,78,124,"[""Colorless""]",1,10
125,79,125,"[""Psychic"",""Colorless""]",2,30
126,80,126,"[""Colorless"",""Colorless""]",2,20
127,81,127,"[""Psychic"",""Colorless""]",2,30
128,81,128,"[""Psychic"",""Psychic"",""Colorless""]",3,60+
129,82,129,"[""Psychic""]",1,
130,82,130,"[""Psychic"",""Colorless"",""Colorless""]",3,30
131,83,131,"[""Psychic""]",1,10
132,84,132,"[""Colorless""]",1,20
133,85,133,"[""Colorless"",""Colorless""]",2,10
134,85,134,"[""Psychic"",""Psychic""]",2,30×
135,86,133,"[""Colorless"",""Colorless""]",2,30
136,86,136,"[""Psychic"",""Psychic"",""Psychic""]",3,
137,87,137,"[""Psychic""]",1,20
138,88,138,"[""Lightning""]",1,50×
139,88,139,"[""Lightning"",""Lightning""]",2,220
140,89,108,"[""Lightning""]",1,20
141,89,99,"[""Lightning"",""Colorless"",""Colorless""]",3,60
142,90,76,"[""Colorless"",""Colorless""]",2,20
143,91,143,"[""Colorless"",""Colorless""]",2,
144,91,144,"[""Lightning"",""Colorless"",""Colorless""]",3,120
145,92,33,"[""Colorless""]",1,10
146,92,146,"[""Lightning"",""Colorless""]",2,20
147,93,147,"[""Psychic"",""Colorless"",""Colorless""]",3,120
148,94,39,"[""Psychic""]",1,10
149,95,149,"[""Lightning"",""Colorless""]",2,10+
150,96,150,"[""Colorless""]",1,
151,96,108,"[""Lightning""]",1,20
152,97,152,"[""Lightning""]",1,
153,98,153,"[""Psychic""]",1,30
154,98,154,"[""Psychic"",""Colorless""]",2,60×
155,99,155,"[""Psychic"",""Colorless""]",2,30+
156,100,156,"[""Psychic"",""Colorless""]",2,30+
157,101,157,"[""Psychic"",""Colorless"",""Colorless""]",3,100
158,102,158,"[""Psychic""]",1,10
159,103,159,"[""Colorless"",""Colorless""]",2,
160,103,87,"[""Psychic"",""Colorless"",""Colorless""]",3,30
161,104,161,"[""Psychic""]",1,10×
162,105,162,"[""Psychic""]",1,20
163,105,128,"[""Psychic"",""Colorless"",""Colorless""]",3,30+
164,106,164,"[""Psychic"",""Psychic""]",2,80+
165,107,165,"[""Fighting""]",1,30
166,108,166,"[""Fighting""]",1,70
167,109,167,"[""Fighting""]",1,70×
168,109,168,"[""Fighting"",""Fighting""]",2,170
169,110,169,"[""Fighting""]",1,30
170,110,170,"[""Fighting""]",1,90
171,111,171,"[""Fighting""]",1,10
172,112,172,"[""Fighting""]",1,10
173,112,173,"[""Fighting"",""Colorless""]",2,50
174,113,174,"[""Colorless""]",1,10
175,113,175,"[""Fighting"",""Colorless""]",2,20
176,114,176,"[""Fighting""]",1,30+
177,114,177,"[""Fighting"",""Colorless"",""Colorless""]",3,120
178,115,76,"[""Fighting""]",1,10
179,115,39,"[""Fighting"",""Fighting""]",2,30
180,116,180,"[""Fighting""]",1,50
181,116,181,"[""Fighting"",""Fighting""]",2,180
182,117,182,"[""Fighting"",""Colorless"",""Colorless""]",3,70
183,118,183,"[""Fighting""]",1,30+
184,118,184,"[""Fighting"",""Fighting""]",2,60
185,119,185,"[""Fighting"",""Colorless""]",2,30
186,120,186,"[""Fighting"",""Fighting"",""Colorless""]",3,120
187,120,187,"[""Fighting"",""Fighting"",""Fighting"",""Colorless""]",4,
188,121,188,"[""Fighting"",""Colorless"",""Colorless""]",3,100
189,122,189,"[""Fighting""]",1,40
190,122,190,"[""Fighting"",""Fighting"",""Fighting""]",3,250
191,123,61,"[""Fighting"",""Fighting""]",2,50
192,123,192,"[""Fighting"",""Fighting"",""Fighting""]",3,130
193,124,193,"[""Colorless"",""Colorless"",""Colorless""]",3,70
194,124,194,"[""Fighting"",""Fighting"",""Fighting"",""Colorless""]",4,190
195,125,195,"[""Fighting"",""Fighting"",""Colorless""]",3,220
196,126,196,"[""Darkness"",""Colorless"",""Colorless""]",3,50
197,127,197,"[""Darkness"",""Colorless"",""Colorless"",""Colorless""]",4,100
198,128,198,"[""Darkness""]",1,
199,128,199,"[""Darkness"",""Colorless"",""Colorless""]",3,60+
200,129,6,"[""Colorless""]",1,10
201,129,201,"[""Darkness"",""Colorless""]",2,20
202,130,202,"[""Darkness""]",1,
203,130,203,"[""Darkness"",""Darkness""]",2,
204,131,204,"[""Darkness""]",1,10
205,131,205,"[""Darkness"",""Colorless"",""Colorless""]",3,40
206,132,206,"[""Darkness""]",1,
207,132,207,"[""Darkness"",""Colorless"",""Colorless""]",3,120
208,133,208,"[""Darkness""]",1,40
209,133,209,"[""Darkness"",""Colorless""]",2,120
210,134,210,"[""Darkness"",""Colorless"",""Colorless""]",3,160
211,135,126,"[""Darkness""]",1,10
212,135,212,"[""Darkness"",""Colorless""]",2,20
213,136,213,"[""Darkness"",""Darkness""]",2,30
214,137,214,"[""Metal""]",1,50×
215,137,215,"[""Metal"",""Colorless"",""Colorless""]",3,90
216,138,216,"[""Darkness"",""Darkness"",""Colorless""]",3,160
217,139,217,"[""Colorless""]",1,
218,139,218,"[""Darkness"",""Colorless""]",2,60
219,140,219,"[""Colorless""]",1,
220,141,220,"[""Metal"",""Colorless"",""Colorless"",""Colorless""]",4,90+
221,142,59,"[""Metal"",""Colorless"",""Colorless""]",3,60
222,143,222,"[""Colorless"",""Colorless"",""Colorless""]",3,
223,143,223,"[""Metal"",""Metal"",""Metal"",""Colorless""]",4,160
224,144,93,"[""Colorless"",""Colorless""]",2,40
225,144,225,"[""Colorless"",""Colorless"",""Colorless""]",3,60×
226,145,226,"[""Colorless"",""Colorless"",""Colorless""]",3,150
227,146,28,"[""Colorless""]",1,40
228,147,228,"[""Colorless""]",1,20
229,148,229,"[""Colorless"",""Colorless""]",2,
230,148,230,"[""Colorless"",""Colorless"",""Colorless""]",3,80
231,149,48,"[""Colorless"",""Colorless""]",2,20
232,150,182,"[""Colorless"",""Colorless""]",2,40
233,150,233,"[""Colorless"",""Colorless"",""Colorless""]",3,80
234,151,234,"[""Colorless"",""Colorless""]",2,60
235,151,235,"[""Colorless"",""Colorless"",""Colorless""]",3,180
236,152,236,"[""Colorless""]",1,
237,152,237,"[""Colorless"",""Colorless""]",2,30
238,153,48,"[""Colorless"",""Colorless""]",2,50
239,153,239,"[""Colorless"",""Colorless"",""Colorless""]",3,80+
240,154,240,"[""Colorless""]",1,
241,154,74,"[""Colorless"",""Colorless""]",2,20
242,155,242,"[""Colorless""]",1,10+
243,155,243,"[""Colorless"",""Colorless"",""Colorless""]",3,210
244,156,39,"[""Colorless"",""Colorless""]",2,50
245,156,245,"[""Colorless"",""Colorless"",""Colorless""]",3,130
246,157,112,"[""Colorless""]",1,
247,157,1,"[""Colorless"",""Colorless"",""Colorless""]",3,30
248,158,248,"[""Colorless"",""Colorless"",""Colorless""]",3,70
249,159,76,"[""Colorless""]",1,20
250,160,250,"[""Colorless"",""Colorless""]",2,30×
251,161,251,"[""Colorless""]",1,
252,161,252,"[""Colorless"",""Colorless""]",2,60
253,162,36,"[""Colorless""]",1,40
254,162,254,"[""Colorless"",""Colorless""]",2,70×
255,163,255,"[""Colorless""]",1,
256,163,256,"[""Colorless"",""Colorless"",""Colorless""]",3,100
257,164,173,"[""Colorless"",""Colorless""]",2,70
258,165,228,"[""Colorless""]",1,30
259,165,259,"[""Colorless"",""Colorless"",""Colorless""]",3,110
260,198,36,"[""Colorless""]",1,20
261,198,37,"[""Grass"",""Colorless""]",2,40
262,200,35,"[""Grass"",""Colorless""]",2,20
263,201,18,"[""Grass""]",1,10×
264,202,89,"[""Fire"",""Fire"",""Colorless""]",3,90
265,203,42,"[""Colorless""]",1,20
266,203,43,"[""Grass"",""Colorless"",""Colorless""]",3,90+
267,204,67,"[""Water""]",1,10
268,205,90,"[""Colorless""]",1,
269,205,50,"[""Water"",""Colorless""]",2,20
270,206,61,"[""Water""]",1,10
271,207,107,"[""Lightning"",""Lightning"",""Colorless""]",3,230
272,208,149,"[""Lightning"",""Colorless""]",2,10+
273,209,122,"[""Psychic""]",1,
274,209,123,"[""Psychic"",""Colorless"",""Colorless""]",3,30
275,210,96,"[""Colorless"",""Colorless""]",2,50×
276,210,97,"[""Water"",""Water"",""Colorless"",""Colorless""]",4,120
277,211,161,"[""Psychic""]",1,10×
278,212,172,"[""Fighting""]",1,10
279,212,173,"[""Fighting"",""Colorless""]",2,50
280,213,125,"[""Psychic"",""Colorless""]",2,30
281,214,127,"[""Psychic"",""Colorless""]",2,30
282,214,128,"[""Psychic"",""Psychic"",""Colorless""]",3,60+
283,215,129,"[""Psychic""]",1,
284,215,130,"[""Psychic"",""Colorless"",""Colorless""]",3,30
285,216,61,"[""Fighting"",""Fighting""]",2,50
286,216,192,"[""Fighting"",""Fighting"",""Fighting""]",3,130
287,217,216,"[""Darkness"",""Darkness"",""Colorless""]",3,160
288,218,76,"[""Fighting""]",1,10
289,218,39,"[""Fighting"",""Fighting""]",2,30
290,219,217,"[""Colorless""]",1,
291,219,218,"[""Darkness"",""Colorless""]",2,60
292,220,210,"[""Darkness"",""Colorless"",""Colorless""]",3,160
293,221,228,"[""Colorless""]",1,20
294,222,48,"[""Colorless"",""Colorless""]",2,20
295,223,72,"[""Fire"",""Fire""]",2,30+
296,223,73,"[""Fire"",""Fire"",""Fire""]",3,250
297,224,138,"[""Lightning""]",1,50×
298,224,139,"[""Lightning"",""Lightning""]",2,220
299,225,40,"[""Water"",""Water"",""Water""]",3,100
300,225,41,"[""Water"",""Water"",""Water"",""Colorless"",""Colorless""]",5,180+
301,226,16,"[""Grass"",""Colorless""]",2,90+
302,227,120,"[""Psychic"",""Psychic"",""Colorless""]",3,190
303,228,114,"[""Lightning"",""Lightning"",""Colorless""]",3,220
304,229,153,"[""Psychic""]",1,30
305,229,154,"[""Psychic"",""Colorless""]",2,60×
306,230,195,"[""Fighting"",""Fighting"",""Colorless""]",3,220
307,231,189,"[""Fighting""]",1,40
308,231,190,"[""Fighting"",""Fighting"",""Fighting""]",3,250
309,232,222,"[""Colorless"",""Colorless"",""Colorless""]",3,
310,232,223,"[""Metal"",""Metal"",""Metal"",""Colorless""]",4,160
311,233,206,"[""Darkness""]",1,
312,233,207,"[""Darkness"",""Colorless"",""Colorless""]",3,120
313,234,242,"[""Colorless""]",1,10+
314,234,243,"[""Colorless"",""Colorless"",""Colorless""]",3,210
315,243,16,"[""Grass"",""Colorless""]",2,90+
316,244,114,"[""Lightning"",""Lightning"",""Colorless""]",3,220
317,245,120,"[""Psychic"",""Psychic"",""Colorless""]",3,190
318,246,189,"[""Fighting""]",1,40
319,246,190,"[""Fighting"",""Fighting"",""Fighting""]",3,250
320,247,222,"[""Colorless"",""Colorless"",""Colorless""]",3,
321,247,223,"[""Metal"",""Metal"",""Metal"",""Colorless""]",4,160
322,248,195,"[""Fighting"",""Fighting"",""Colorless""]",3,220
323,253,114,"[""Lightning"",""Lightning"",""Colorless""]",3,220
324,256,195,"[""Fighting"",""Fighting"",""Colorless""]",3,220
325,257,325,"[""Grass""]",1,10
326,258,326,"[""Fire"",""Fire"",""Colorless""]",3,30
327,259,107,"[""Lightning"",""Lightning"",""Colorless""]",3,230
328,260,328,"[""Colorless""]",1,30
329,260,329,"[""Psychic"",""Colorless""]",2,60
330,261,182,"[""Fighting"",""Colorless"",""Colorless""]",3,70
331,262,87,"[""Colorless"",""Colorless""]",2,30
332,262,111,"[""Lightning"",""Lightning"",""Colorless""]",3,90
333,263,220,"[""Metal"",""Colorless"",""Colorless"",""Colorless""]",4,90+
334,264,334,"[""Grass""]",1,30
335,264,335,"[""Grass"",""Colorless"",""Colorless""]",3,100
336,265,213,"[""Fire"",""Colorless""]",2,30
337,265,337,"[""Fire"",""Fire"",""Colorless""]",3,120
338,266,338,"[""Water"",""Colorless""]",2,20+
339,267,66,"[""Water"",""Colorless"",""Colorless""]",3,140
340,268,340,"[""Psychic""]",1,30
341,268,341,"[""Psychic"",""Colorless"",""Colorless""]",3,30×
342,269,193,"[""Colorless"",""Colorless"",""Colorless""]",3,70
343,269,194,"[""Fighting"",""Fighting"",""Fighting"",""Colorless""]",4,190
344,270,59,"[""Water"",""Colorless"",""Colorless""]",3,60
345,270,345,"[""Water"",""Colorless"",""Colorless"",""Colorless""]",4,100+
346,271,346,"[""Grass""]",1,10
347,272,347,"[""Grass""]",1,30
348,273,348,"[""Grass"",""Grass""]",2,30
349,274,349,"[""Grass""]",1,60
350,275,350,"[""Grass""]",1,20
351,275,351,"[""Grass"",""Grass"",""Colorless""]",3,130
352,276,2,"[""Grass"",""Grass""]",2,120
353,277,1,"[""Grass"",""Grass""]",2,50
354,277,354,"[""Grass"",""Grass"",""Grass""]",3,110
355,278,355,"[""Grass""]",1,
356,278,356,"[""Grass""]",1,10
357,279,357,"[""Colorless"",""Colorless""]",2,30
358,280,356,"[""Grass""]",1,30
359,280,359,"[""Colorless"",""Colorless""]",2,50
360,281,360,"[""Grass"",""Grass""]",2,
361,281,59,"[""Grass"",""Grass"",""Grass""]",3,130
362,282,362,"[""Colorless"",""Colorless""]",2,100+
363,283,363,"[""Grass""]",1,10
364,284,364,"[""Grass"",""Grass""]",2,40
365,285,365,"[""Colorless""]",1,10×
366,286,366,"[""Colorless""]",1,30×
367,286,367,"[""Grass""]",1,120
368,287,184,"[""Grass"",""Colorless""]",2,30
369,288,369,"[""Grass"",""Grass"",""Colorless""]",3,110
370,289,370,"[""Grass""]",1,30
371,290,371,"[""Grass""]",1,30+
372,290,256,"[""Grass"",""Colorless""]",2,70
373,291,373,"[""Grass""]",1,10
374,292,374,"[""Colorless""]",1,
375,292,11,"[""Grass""]",1,10
376,293,376,"[""Grass""]",1,30
377,293,377,"[""Colorless"",""Colorless"",""Colorless""]",3,80
378,294,11,"[""Colorless""]",1,10
379,295,379,"[""Colorless"",""Colorless""]",2,30×
380,296,380,"[""Colorless""]",1,10
381,297,381,"[""Grass"",""Grass"",""Colorless""]",3,
382,297,382,"[""Grass"",""Grass"",""Grass"",""Colorless""]",4,220
383,298,383,"[""Colorless""]",1,
384,298,86,"[""Fire"",""Colorless""]",2,30
385,299,385,"[""Fire""]",1,30
386,299,386,"[""Fire"",""Fire""]",2,70
387,300,387,"[""Colorless""]",1,10
388,300,369,"[""Colorless"",""Colorless"",""Colorless""]",3,50
389,301,389,"[""Water"",""Colorless"",""Colorless""]",3,80+
390,301,390,"[""Water"",""Water"",""Colorless"",""Colorless""]",4,200
391,302,391,"[""Colorless""]",1,
392,302,392,"[""Water""]",1,20
393,303,173,"[""Water""]",1,30
394,304,62,"[""Water""]",1,30
395,304,45,"[""Water"",""Colorless""]",2,50
396,305,396,"[""Fire""]",1,50
397,306,397,"[""Colorless""]",1,
398,306,387,"[""Fire""]",1,10
399,307,399,"[""Fire""]",1,
400,307,400,"[""Colorless"",""Colorless""]",2,60
401,308,401,"[""Colorless"",""Colorless""]",2,20+
402,308,402,"[""Fire"",""Fire"",""Colorless""]",3,120
403,309,403,"[""Fire""]",1,50
404,309,404,"[""Fire"",""Fire""]",2,270-
405,310,405,"[""Fire""]",1,
406,310,406,"[""Fire"",""Fire""]",2,100
407,311,407,"[""Water""]",1,10+
408,312,79,"[""Water"",""Colorless""]",2,20
409,313,79,"[""Water"",""Colorless""]",2,50
410,313,410,"[""Water"",""Colorless"",""Colorless""]",3,100×
411,314,411,"[""Colorless""]",1,
412,314,412,"[""Water"",""Colorless""]",2,30
413,315,413,"[""Water""]",1,60
414,315,414,"[""Water"",""Colorless""]",2,230
415,316,218,"[""Fire""]",1,50
416,316,416,"[""Fire""]",1,70+
417,317,228,"[""Fire"",""Colorless""]",2,30
418,318,1,"[""Fire""]",1,20
419,319,94,"[""Colorless"",""Colorless""]",2,30
420,320,401,"[""Colorless"",""Colorless""]",2,20+
421,320,421,"[""Water"",""Colorless"",""Colorless""]",3,
422,321,50,"[""Water""]",1,20
423,321,423,"[""Water"",""Water"",""Water""]",3,100
424,322,424,"[""Water"",""Colorless""]",2,20
425,323,90,"[""Colorless""]",1,
426,323,426,"[""Water"",""Colorless""]",2,50
427,324,39,"[""Water""]",1,20
428,324,428,"[""Water"",""Colorless"",""Colorless"",""Colorless""]",4,120
429,325,429,"[""Water""]",1,10
430,325,48,"[""Water"",""Water"",""Colorless""]",3,50
431,326,431,"[""Colorless""]",1,
432,326,432,"[""Lightning"",""Colorless""]",2,20
433,327,55,"[""Water"",""Colorless""]",2,40
434,327,434,"[""Water"",""Water"",""Colorless""]",3,80
435,328,435,"[""Colorless""]",1,30
436,328,436,"[""Lightning"",""Lightning"",""Colorless""]",3,220
437,329,437,"[""Water"",""Colorless""]",2,30
438,330,438,"[""Water"",""Colorless""]",2,50
439,330,439,"[""Water"",""Water"",""Colorless""]",3,80+
440,331,1,"[""Water"",""Colorless""]",2,30
441,332,441,"[""Water"",""Water"",""Colorless""]",3,130
442,333,442,"[""Water"",""Water""]",2,60×
443,334,443,"[""Colorless""]",1,
444,334,444,"[""Lightning"",""Colorless""]",2,30
445,335,445,"[""Colorless""]",1,
446,335,446,"[""Lightning"",""Lightning"",""Colorless""]",3,200
447,336,370,"[""Lightning""]",1,30
448,337,448,"[""Lightning""]",1,10
449,338,449,"[""Colorless""]",1,
450,338,228,"[""Colorless"",""Colorless"",""Colorless""]",3,40
451,339,451,"[""Colorless""]",1,10
452,340,452,"[""Psychic"",""Colorless""]",2,120
453,341,33,"[""Colorless""]",1,30
454,341,454,"[""Psychic"",""Colorless""]",2,80
455,342,455,"[""Colorless"",""Colorless""]",2,30+
456,342,456,"[""Psychic"",""Colorless"",""Colorless""]",3,60
457,343,175,"[""Fighting""]",1,10
458,343,458,"[""Fighting"",""Colorless""]",2,30
459,344,459,"[""Lightning""]",1,20
460,344,460,"[""Lightning""]",1,100
461,345,105,"[""Lightning""]",1,20
462,346,105,"[""Lightning""]",1,20
463,346,463,"[""Lightning"",""Lightning""]",2,50
464,347,464,"[""Lightning""]",1,40
465,347,465,"[""Lightning"",""Lightning""]",2,100
466,348,74,"[""Colorless""]",1,10
467,348,105,"[""Lightning"",""Lightning""]",2,30
468,349,468,"[""Colorless""]",1,
469,349,36,"[""Psychic"",""Colorless""]",2,20
470,350,127,"[""Psychic"",""Colorless"",""Colorless""]",3,100
471,351,237,"[""Psychic"",""Colorless""]",2,10
472,352,472,"[""Colorless""]",1,20
473,352,329,"[""Psychic"",""Colorless""]",2,40
474,353,474,"[""Psychic"",""Psychic""]",2,
475,353,475,"[""Psychic"",""Psychic"",""Psychic""]",3,170
476,354,476,"[""Psychic"",""Colorless""]",2,
477,355,175,"[""Fighting""]",1,30
478,355,478,"[""Fighting"",""Colorless""]",2,60+
479,356,479,"[""Fighting""]",1,20
480,356,480,"[""Fighting"",""Colorless"",""Colorless""]",3,90
481,357,366,"[""Colorless""]",1,10×
482,358,482,"[""Colorless"",""Colorless""]",2,40
483,359,100,"[""Lightning""]",1,10
484,359,348,"[""Colorless"",""Colorless""]",2,20
485,360,100,"[""Lightning""]",1,60
486,360,49,"[""Colorless"",""Colorless"",""Colorless""]",3,90
487,361,487,"[""Colorless"",""Colorless""]",2,
488,361,488,"[""Lightning"",""Lightning"",""Colorless""]",3,160
489,362,489,"[""Colorless""]",1,20
490,362,490,"[""Colorless"",""Colorless"",""Colorless""]",3,150
491,363,491,"[""Psychic""]",1,30
492,363,492,"[""Psychic"",""Psychic""]",2,130
493,364,93,"[""Colorless""]",1,10
494,364,494,"[""Psychic"",""Colorless""]",2,20
495,365,495,"[""Psychic"",""Colorless""]",2,30
496,365,329,"[""Psychic"",""Colorless"",""Colorless""]",3,80
497,366,497,"[""Colorless"",""Colorless""]",2,20
498,366,498,"[""Psychic"",""Colorless"",""Colorless""]",3,40
499,367,499,"[""Colorless""]",1,
500,367,500,"[""Psychic"",""Colorless"",""Colorless""]",3,30
501,368,501,"[""Psychic""]",1,10+
502,369,502,"[""Psychic"",""Colorless""]",2,90+
503,370,401,"[""Colorless"",""Colorless""]",2,20+
504,370,504,"[""Fighting"",""Fighting"",""Colorless""]",3,130
505,371,157,"[""Colorless"",""Colorless""]",2,50
506,372,39,"[""Lightning""]",1,10
507,373,146,"[""Lightning""]",1,30
508,373,109,"[""Lightning"",""Colorless"",""Colorless""]",3,60
509,374,509,"[""Lightning"",""Colorless"",""Colorless""]",3,180
510,375,510,"[""Lightning"",""Lightning"",""Lightning""]",3,70
511,376,489,"[""Colorless""]",1,10
512,376,512,"[""Colorless"",""Colorless""]",2,20×
513,377,513,"[""Psychic""]",1,
514,377,514,"[""Psychic"",""Psychic""]",2,30
515,378,117,"[""Psychic"",""Colorless""]",2,60
516,379,516,"[""Psychic"",""Colorless""]",2,40
517,379,517,"[""Psychic"",""Colorless"",""Colorless""]",3,80+
518,380,518,"[""Colorless"",""Colorless""]",2,50
519,380,519,"[""Psychic"",""Colorless"",""Colorless""]",3,100+
520,381,520,"[""Colorless""]",1,
521,381,521,"[""Psychic"",""Psychic""]",2,50
522,382,112,"[""Colorless""]",1,
523,382,184,"[""Psychic"",""Colorless""]",2,20
524,383,524,"[""Fighting""]",1,40
525,383,525,"[""Fighting"",""Colorless"",""Colorless""]",3,140
526,384,524,"[""Fighting""]",1,10
527,384,48,"[""Fighting"",""Colorless"",""Colorless""]",3,40
528,385,528,"[""Fighting"",""Colorless"",""Colorless""]",3,120
529,386,529,"[""Fighting""]",1,10
530,387,201,"[""Fighting""]",1,30
531,387,531,"[""Fighting"",""Colorless""]",2,60
532,388,532,"[""Fighting"",""Fighting""]",2,70
533,389,50,"[""Colorless""]",1,20
534,389,534,"[""Fighting"",""Colorless"",""Colorless""]",3,70+
